@relation ceshi

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute label {0,1}

@data
0.2,-0.079333,0.09091,0,0,0.111112,0,0.174533,0.0476,0.0476,0.111112,0.0476,0.0476,0.0476,0,0.1,-0.079333,0.0476,0.454546,-0.079333,1,-0.079333,-0.079333,0.272728,-0.079333,-0.079333,-0.079333,0.174533,0.111112,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,1,1
0.1,-0.085947,0.09091,1,0,0,0,0.051568,0.189083,0.051568,0.111112,0.051568,0.051568,0.051568,0,0.1,-0.085947,0.051568,0.363637,-0.085947,0,-0.085947,-0.085947,0.272728,-0.085947,-0.085947,-0.085947,0.189083,0.111112,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1
0.1,-0.107871,0.181819,0,0,0,0,0.064722,0.064722,0.064722,0.111112,0.064722,-0.107871,0.064722,0.1,0.1,-0.107871,0.237316,0.272728,0.064722,1,-0.107871,0.064722,0.272728,-0.107871,-0.107871,-0.107871,0.064722,0.111112,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0.1,0,0.111112,0,0,0,0,1
0.1,-0.117691,0.181819,0,0,0,0,0.070614,0.070614,0.070614,0.111112,0.070614,0.070614,0.070614,0.1,0.1,-0.117691,0.070614,0.272728,0.070614,0,-0.117691,0.070614,0.363637,-0.117691,-0.117691,-0.117691,0.070614,0,0,0,0,0.1,0,0,1,0,0,1,0,0,0,0,0.1,0,0.111112,0,0,0,1,1
0,-0.151245,0.181819,0,0,0,1,-0.151245,0.090747,-0.151245,0,0.574729,0.090747,0.090747,0.1,0,-0.151245,0.090747,0.09091,0.090747,1,-0.151245,0.090747,0.545455,-0.151245,-0.151245,0.090747,-0.151245,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.3,0,0.111112,0,0,0,0,1
0.1,-0.084287,0.09091,0,0,0,0,0.050572,-0.084287,-0.084287,0,0.18543,-0.084287,0.050572,0,0,0.18543,0.050572,0.181819,-0.084287,0,0.050572,0.050572,0.272728,0.050572,-0.084287,-0.084287,-0.084287,0,0,0,0.111112,0,0,0.111112,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,1
0.1,-0.077708,0.09091,0,0,0,0,0.046625,-0.077708,-0.077708,0,0.170957,-0.077708,0.046625,0,0,0.170957,-0.077708,0.272728,-0.077708,0,0.170957,0.046625,0.272728,0.046625,-0.077708,-0.077708,-0.077708,0,0,0,0.111112,0,0,0.111112,0,0,0,1,0,0,0,0,0.2,0,0,0,0.1,0,0,1
0,-0.127134,0,0,0,0,0,-0.127134,-0.127134,-0.127134,0,0.483108,0.279694,0.07628,0,0,-0.127134,-0.127134,0.181819,-0.127134,0,0.07628,0.279694,0.545455,-0.127134,-0.127134,-0.127134,0.07628,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,1
0.1,-0.076799,0,0,0,0,0,0.046079,-0.076799,-0.076799,0.111112,0.046079,0.168957,-0.076799,0,0,-0.076799,-0.076799,0.272728,-0.076799,0,0.168957,0.291834,0.363637,-0.076799,-0.076799,-0.076799,0.046079,0,0,0,0,0.1,0,0.111112,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1
0.1,-0.08579,0,0,0,0,0,0.051474,-0.08579,-0.08579,0.111112,-0.08579,0.188737,0.051474,0,0,-0.08579,-0.08579,0.272728,-0.08579,0,0.188737,0.326001,0.363637,-0.08579,-0.08579,-0.08579,0.051474,0,0,0,0,0.1,0,0.111112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.1,-0.128037,0.09091,0,0,0,0,0.076822,-0.128037,-0.128037,0.111112,-0.128037,0.281681,0.076822,0.1,0,-0.128037,-0.128037,0.272728,0.076822,0,0.076822,0.281681,0.363637,-0.128037,-0.128037,0.076822,0.076822,0,0,0,0,0.1,0,0,1,0.1,0,0,0,0,0.111112,0,0,0,0,0,0,0,1,1
0,-0.100142,0.181819,0,0,0,1,-0.100142,-0.100142,0.060085,0,-0.100142,0.060085,0.060085,0,0.1,0.060085,0.060085,0.181819,-0.100142,0,0.060085,0.220313,0.272728,0.060085,-0.100142,0.060085,-0.100142,0.111112,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1
0.1,-0.052921,0.09091,1,0.111112,0,0,0.031752,-0.052921,0.031752,0.111112,-0.052921,0.031752,0.031752,0,0.1,0.201098,0.031752,0.272728,-0.052921,0,-0.052921,0.031752,0.181819,-0.052921,-0.052921,-0.052921,0.031752,0.111112,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,-0.046668,0.09091,0,0.111112,0,1,0.028001,-0.046668,0.028001,0.111112,-0.046668,0.028001,-0.046668,0,0.1,0.177338,0.028001,0.181819,-0.046668,0,-0.046668,0.102669,0.181819,-0.046668,-0.046668,-0.046668,0.028001,0.111112,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.1,-0.070837,0.09091,0,0.111112,0,0,0.042502,0.042502,0.042502,0.111112,0.042502,0.155841,-0.070837,0,0.1,-0.070837,-0.070837,0.363637,-0.070837,1,0.042502,0.042502,0.272728,-0.070837,0.042502,-0.070837,0.042502,0,0.111112,0,0,0.1,0.111112,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1
0.2,-0.091221,0.09091,1,0.111112,0,0,0.200686,0.054733,0.054733,0.222223,-0.091221,0.054733,-0.091221,0,0.1,-0.091221,-0.091221,0.454546,-0.091221,0,0.054733,0.054733,0.181819,-0.091221,0.054733,-0.091221,0.200686,0,0.111112,0,0,0.2,0.111112,0.111112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.2,-0.071793,0.09091,0,0.111112,0,1,0.157944,0.043076,0.043076,0.222223,-0.071793,0.043076,-0.071793,0,0.1,0.043076,-0.071793,0.454546,-0.071793,0,0.043076,-0.071793,0.09091,-0.071793,0.043076,-0.071793,0.157944,0,0.111112,0,0,0.2,0.111112,0.111112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.2,-0.051164,0.09091,0,0.111112,0,0,0.11256,-0.051164,0.030698,0.222223,-0.051164,-0.051164,-0.051164,0,0.1,0.194422,-0.051164,0.454546,-0.051164,0,0.030698,-0.051164,0,-0.051164,0.030698,-0.051164,0.11256,0,0.111112,0,0,0.2,0.111112,0.111112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.2,-0.041746,0.09091,0,0.111112,0,0,0.091842,-0.041746,0.025048,0.222223,-0.041746,-0.041746,-0.041746,0,0.1,0.22543,-0.041746,0.363637,-0.041746,0,0.025048,-0.041746,0,-0.041746,-0.041746,-0.041746,0.091842,0,0.111112,0,0,0.2,0,0.111112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.1,-0.078781,0.09091,0,0,0,1,0.047269,-0.078781,-0.078781,0,0.173319,-0.078781,0.047269,0,0,-0.078781,0.047269,0.272728,-0.078781,0,0.173319,0.173319,0.363637,0.047269,-0.078781,-0.078781,-0.078781,0,0,0,0.111112,0,0,0.111112,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,1
0.1,-0.093022,0.09091,0,0,0,0,0.055813,-0.093022,-0.093022,0,0.055813,-0.093022,0.204648,0,0,-0.093022,0.055813,0.272728,-0.093022,0,0.204648,0.204648,0.363637,0.055813,-0.093022,-0.093022,-0.093022,0,0,0,0.111112,0,0,0.111112,0,0,0,1,0,1,0,0,0.1,0,0,0,0.1,0,0,1
0,-0.100338,0.1,0,0,0,0,0.052746,0.226247,0.186498,0,-0.100338,-0.100338,-0.100338,0,0,-0.100338,0.100338,0,-0.100338,0,0.118897,0.100338,0,-0.100338,0.100338,-0.100338,0.301014,0.111112,0,0,0,0,0,0,1,0,0,0,0,0,0,0.301014,0.2,0,0,0,0,0,0,1
